UNIQUE_ID,user,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,class
1,33,0.06573999253446934,-0.0008481432780661213,0.10214968939411768,0.06650844012244292,0.19580733460716254,0.058699001768527305,0.12981885844872829,0.33101992475719855,0.25628615445176545,0.036078514313236595,0.05535621070113493,0.14553196595572468,-0.05686627070136323,0.02379145049901872,0.12929108481237417,0.0275686603854514,0.3535136287400342,0.06815573450156115,-0.004683898621505728,-0.05896175886602026,0.12140405371971283,0.06391703138342161,0.31303596488319385,0.08008842814744763,0.10544445633645719,0.18841818151951192,0.0692019438657066,0.165560698425182,0.15949066359501768,0.18372050226472977,-0.14078781703965773,8.48078494136349,1.746171635535899,2075.0187178585334,293.90133418644865,1550.1659048729791,3.085293086890748,7.349931698630617,3.932099287879781,4.202898513459596,8.292121596325346,4.151498851678269,12.042812998234972,Jogging
2,33,0.34662927082101913,0.06050443298665711,0.0018730462471584011,0.004410585381613333,0.20251488533568734,-0.029916134425085367,0.21111668672107617,0.061155981723332656,0.013228693464469393,-0.007760089755636385,0.040322623698058765,-0.03860425818603867,0.12141287656735564,0.18517908644430703,0.225867343727343,0.06735159508730162,0.09079310128755357,0.11052056849355531,0.16915319076425245,0.08448621590773117,0.11902795324910445,-0.07583428993401108,0.09334199560811683,0.10108764801374547,0.05052273559890065,0.07308244340610193,-0.01992251500107807,0.06788945528974108,0.12058687421604647,0.28890595712039646,-0.10127092548002779,7.617602592973035,1.3338530949961458,1524.9907433811034,269.4176267918867,1233.41328921621,4.327411957839041,6.89628181576981,4.038550797989566,5.548646843261665,8.207979165086318,5.581644161763348,11.88659679803719,Jogging
3,33,0.31819709009957653,0.028227229911281217,0.0013600707141243201,0.08552466719952885,-0.026370241974825667,0.16689394950042188,0.07373561444595736,0.10873551048325275,-0.04773387108382875,0.09775637415640663,0.09969317678801956,0.08116156511195205,0.27916021583729445,0.1585810827274782,0.12036753920150416,-0.06565207003985746,0.11781894561704642,0.193614031517167,0.031002819646497023,0.04016453077882533,-0.23257398729225998,-0.014562622341173642,-0.10840394715133214,0.10041216462926252,0.06497665059286692,0.09941834968892878,0.06630458610241359,0.1919136316265232,-0.023280322633097233,0.1125875461700556,0.059638918275154044,7.752060743786872,2.3809204932225647,1766.5874920371084,248.61650305389043,1780.071835080751,3.9780537815321337,6.874197095096886,4.01157848719278,5.542969350228553,8.367318123002606,5.505337070741261,12.138937457860916,Jogging
4,33,0.1700308721372732,0.10298963179541423,0.09871058109166267,0.10812349421916126,0.027482820281277326,0.13268387669020418,0.05873021529016091,0.10357423355170695,-0.07959626114931306,0.05367173106716128,0.17350993630394176,-0.0323463295211308,0.14339650927213524,0.04927695447859829,0.19901501711281286,0.2357943968872166,0.12776249187145688,0.09851325835427757,0.08404361143270991,0.1078555230356056,0.21916565829964166,0.3504864685302448,-0.02334611267749491,-0.0028272653687443777,0.2263169664086626,-0.04422745934927458,-0.017202546491249165,0.35153714355164956,0.04257251144949416,0.08498545766587745,-0.05088303999322228,9.628134072940842,0.37668999193889474,2525.177438922459,709.1653046324003,1379.9948199768232,2.2048294400538913,4.140825694005967,2.59439696514244,3.131744262863621,5.1008768374359,2.971290248707267,10.694304574054739,Walking
5,33,0.24325046106386217,0.0753589159061802,0.13318833834396526,0.19706959283854067,0.16067736917185196,0.07353070072350179,-0.0532773873601082,0.16014966096525524,0.09346364396249152,0.1629989768560404,0.1057889461763187,0.07204163664673961,0.1753953103797538,0.18963133530846227,-0.11091934180367669,-0.04191156048412524,0.11298346255774756,0.10347621322408194,0.12130149501903603,0.17239324982417736,0.30154984149609987,-0.013144813329409727,0.10324822237242309,0.09746184416030342,0.13052931948319546,-0.012363973103576328,0.12674298783399796,0.09367010157039632,0.34388993649376554,0.13848107911787177,-0.07005275550848677,9.61028452931247,0.5002055284262173,1074.9250350406558,3299.9576329311644,1775.0345652458882,2.313501780256853,3.9593900517750984,2.5492262549288927,3.1207955693077047,4.91134802556937,3.0961334925041513,10.75931038096941,Walking
6,33,-0.05970934611123335,-0.04143715470621484,0.19068151425024749,0.18489323286331116,0.071030127406727,0.03756211857849176,0.0012395152797573389,0.06336324200405036,0.08234889741068258,-0.12176859008704362,0.1425193107136716,-0.10272438604852183,0.14369783314489976,0.07553016763070944,0.10920740717808618,0.015150110377109227,0.25934782478194784,0.1518092480238417,0.13354161714637025,0.07210643949530317,0.07247456452489363,0.18856980875005902,0.19022907171692863,0.23001751255531105,0.08536127016311798,0.11567013483931042,0.11310802176818424,0.05382191064617364,-0.0009264919508022024,0.0966459185530194,0.04733226512660268,7.782370417701567,0.30244643422846196,3124.9341960944903,1337.549926601325,2675.0400997731967,1.9080953082533865,3.4848829262538175,2.0159829845097255,3.1258132970292514,4.824575830567289,3.0085862163277306,8.673445472336276,Walking
7,33,0.06745552978493108,0.09258936436774161,0.007111127417266286,0.21232602510314103,-0.03917886463852152,0.1052330009123727,0.11551952236888142,0.1511935762972934,0.10822528801162667,-0.09195309755052214,0.05875073302697878,0.03554668550086809,-0.027209654648999715,-0.07602764504033035,0.1478578952367077,0.23795886359015467,0.032858423652276286,0.18665785793567846,0.15366135018782695,0.00957988590035895,0.11855184344712211,0.08415553125663579,0.183915805123746,0.13097154340580497,-0.0942917698312432,0.25308936471510685,0.12890094879205471,0.0005777811693697676,-0.04373576464862501,0.04285009263866163,-0.03505811403019666,9.132081937991172,1.1424702438457692,4899.898051918565,1058.3855473079984,1824.895160559965,1.6138877640750553,2.6178812314828495,1.5696312070147909,2.042760433460028,3.290927523799459,2.1057828234483855,9.956631867084788,Upstairs
8,33,0.2083707151453154,-0.012692140285324865,0.05637738678292645,0.1289316625715593,0.08163432938850795,0.143018172570217,0.23621780161609798,0.06948468229636806,0.1412907413394436,0.10666173042926734,-0.11639937904708977,0.025390392829411385,0.07773576306209953,0.03299414265396269,0.17836564411573652,0.22694586426430788,0.009429877221789076,0.20553947628083086,0.056303187642801,0.13903807573592736,0.03916337997030404,-0.026069391139877593,0.020429002349607317,-0.06648190684915359,0.19969881774660553,0.2347682348308775,0.2197694106053532,0.06819701860613342,0.1393112466542391,-0.09600903017716952,0.1022991515741315,9.4850035085742,1.4663744498117985,799.9489022878225,1275.083257029383,2983.3354489817207,1.7356639644581557,2.553921721829599,1.386637207863656,2.222108695788031,3.0919069822113205,2.5109533279968903,9.865456539702375,Upstairs
9,33,0.20956982597391582,0.07245551985276369,0.20670365323564277,0.30158757891273463,-0.004833061439835792,0.045517072988378746,0.19934193686724755,0.19781553374482497,0.17155800495440593,0.1435147497068794,-0.020117540493374192,0.09874782797927771,-0.013004241857909826,0.12018333217553885,0.2311849447254754,0.1183789526957165,0.14484526182697469,-0.06516929093615595,0.1479254710076704,0.04633947338068543,-0.11461566600663887,0.22226558207519898,0.07447911738876849,0.10395285152714974,0.14719034620779842,0.23584805301091322,0.03450777888914143,0.26580859652214717,0.11550236434149275,-0.000470067140257005,0.01094547558726263,8.996303389384707,1.369697978927033,1283.4804932882087,845.2608818738131,1533.336556711768,2.2582979042498366,2.6684428180567847,1.2533841492471014,2.74804216664684,3.3393910577496744,2.3905330326417626,9.62903153263794,Upstairs
10,33,-0.020990392266433407,0.09053809595705165,0.05542249868233591,-0.20586546489764107,0.06536218084396148,0.020756107419921337,-0.04278526906555643,-0.04101769204105662,0.05857976893521988,0.029144776261622804,-0.10105664433008053,-0.10889629982077043,0.011053649083756287,0.1952400975505041,0.11502080141629702,0.0694209232993707,-0.08674543123504228,-0.07147923686559246,0.06610383621743102,0.07997619189291727,-0.07089931166689119,0.0031945139016830958,-0.08383705403727457,-0.048008301707729614,0.10055398095404644,-0.028345905966745483,-0.08296103340585927,-0.14850387719885755,-0.014699539649764249,-0.030982338595800463,0.14446792446032292,0.3047207419293638,-0.10577531714177685,1840.96414124885,125.02179374880973,2032.6250071882553,0.08610126189000329,0.3238017887190585,0.03761419246863894,1.926322831870337,9.227827630676307,1.938725050967855,0.49682622849488717,Upstairs
